rain_7d_mm,et0_7d_mm,temp_high_f,temp_low_f,humidity_pct,forecast_precip_mm_d0,forecast_precip_prob_d0,forecast_precip_mm_d1_d2,forecast_temp_max_c,days_since_watered,maturity_days,seedling_frac,kc_avg,mm_day_avg,sand_pct,clay_pct,bed_area_m2,water_mm_today
15,20,75,45,70,10,0,5,40,1,45,1.0,0.85,6.0,15,50,6.0,0.0
5,10,85,55,30,0,90,0,33,1,90,0.0,1.2,5.0,50,50,6.0,1.01
30,20,105,65,90,10,60,5,40,0,45,0.0,1.05,6.0,33,50,6.0,0.0
60,20,105,45,30,10,0,5,33,7,45,0.5,1.05,4.0,50,15,6.0,0.14
60,20,85,45,70,2,0,5,40,7,21,1.0,0.6,5.0,33,15,3.0,0.82
15,20,60,45,90,2,60,20,40,1,90,0.5,0.85,6.0,50,50,3.0,0.12
60,30,60,75,30,0,30,20,33,1,21,0.0,1.05,5.0,50,15,3.0,0.0
0,30,95,45,30,25,30,0,18,1,7,0.0,0.6,2.0,33,15,1.5,1.5
15,45,60,65,90,0,30,20,25,2,7,1.0,0.85,2.0,15,15,6.0,0.0
5,45,60,75,50,2,90,0,25,4,7,0.0,1.05,4.0,33,50,3.0,24.72
30,10,85,45,50,25,0,20,25,0,7,0.0,0.6,5.0,50,33,1.5,0.0
0,20,85,45,50,10,60,5,40,2,45,0.5,1.2,4.0,33,50,6.0,3.8
60,10,60,75,30,25,60,5,40,4,21,0.0,1.2,6.0,15,50,6.0,0.0
5,45,105,75,90,2,60,5,33,7,45,0.0,1.2,6.0,15,33,1.5,40.0
15,45,85,65,70,10,30,5,18,2,45,0.0,1.2,4.0,15,15,3.0,2.27
15,45,75,55,30,2,30,5,18,2,45,0.5,1.05,2.0,15,33,3.0,2.74
0,20,85,55,50,0,60,20,25,0,90,1.0,0.6,5.0,50,15,3.0,0.89
30,10,75,75,90,25,30,5,33,1,45,1.0,0.85,5.0,50,15,1.5,0.0
0,20,60,45,50,2,90,20,40,7,45,0.5,1.2,5.0,50,15,1.5,6.86
30,10,60,55,30,0,60,20,25,7,7,0.0,0.6,6.0,33,50,1.5,0.0
30,45,60,55,30,10,30,20,18,4,21,0.5,0.6,2.0,15,33,3.0,0.0
0,20,60,45,70,2,0,20,40,0,45,0.0,0.85,2.0,15,33,1.5,0.0
60,30,60,45,90,2,90,5,25,7,21,0.0,0.6,6.0,33,33,1.5,0.54
0,10,85,75,70,10,60,20,18,4,7,1.0,1.05,5.0,33,33,1.5,3.49
15,10,95,55,70,2,0,5,33,0,21,1.0,0.85,6.0,15,50,1.5,0.16
15,30,95,65,30,2,90,0,25,4,90,1.0,0.6,5.0,33,15,3.0,4.67
5,10,95,45,50,25,90,5,25,0,90,1.0,1.2,4.0,50,33,6.0,0.82
15,10,60,55,30,2,30,5,33,7,21,0.5,1.2,4.0,33,15,6.0,8.85
30,45,60,55,50,2,60,0,18,1,7,0.5,1.05,5.0,15,15,1.5,0.73
5,10,85,45,30,10,0,20,33,0,90,1.0,1.2,4.0,15,50,1.5,0.0
0,10,105,75,30,10,0,0,18,1,7,0.0,0.85,4.0,15,15,3.0,1.44
5,20,95,65,90,0,30,5,18,4,21,1.0,0.6,6.0,50,15,6.0,8.63
15,30,95,75,30,0,0,0,25,0,21,0.5,0.6,5.0,33,33,1.5,1.44
0,30,105,55,50,10,30,0,25,4,21,1.0,0.6,5.0,50,50,3.0,10.48
60,10,85,65,30,0,60,5,25,0,7,0.0,0.6,6.0,33,15,3.0,0.2
0,10,95,65,50,10,30,5,33,1,21,0.5,1.05,4.0,33,33,3.0,0.65
60,30,105,45,50,2,90,5,25,2,7,0.5,1.05,6.0,15,50,6.0,0.0
60,30,85,75,50,2,0,0,40,0,21,0.5,0.85,5.0,15,33,1.5,0.49
60,10,60,65,30,25,0,5,25,1,21,0.0,1.2,2.0,15,33,3.0,1.23
5,10,60,65,90,0,60,5,40,0,7,0.5,0.85,2.0,15,33,6.0,0.0
30,45,105,45,50,10,60,0,33,1,21,0.0,1.05,4.0,15,15,6.0,0.0
60,30,75,75,90,25,90,5,25,4,21,1.0,0.85,4.0,15,15,1.5,0.18
15,45,75,45,50,25,60,0,33,0,45,0.5,0.6,6.0,50,15,6.0,0.0
5,10,95,45,90,2,60,20,40,0,90,0.5,1.2,5.0,50,33,6.0,0.0
60,20,60,75,70,2,0,5,33,4,7,0.5,1.2,5.0,50,50,1.5,0.82
30,10,85,55,30,2,90,5,25,0,90,0.5,0.6,6.0,33,33,1.5,0.0
0,20,60,55,90,2,60,20,40,4,21,0.5,1.2,5.0,15,50,1.5,3.31
0,45,85,75,70,25,0,20,18,2,90,1.0,1.05,5.0,15,33,3.0,4.91
60,45,60,65,50,2,30,5,25,7,21,0.0,1.2,6.0,15,15,1.5,5.31
15,20,75,45,50,2,90,20,40,7,90,0.0,0.85,5.0,50,50,6.0,3.13
60,45,60,55,70,25,60,20,33,7,21,0.5,1.05,4.0,15,50,6.0,1.36
0,30,60,65,70,0,90,5,18,0,90,0.0,1.05,5.0,50,50,3.0,0.28
60,30,60,65,50,25,30,0,40,0,90,0.5,0.85,6.0,15,33,3.0,0.09
60,30,105,75,70,25,60,0,18,2,90,0.0,1.05,5.0,33,50,3.0,0.0
15,30,95,65,50,25,30,0,40,0,7,0.5,1.2,6.0,33,15,6.0,0.69
15,20,75,75,30,2,60,5,18,1,7,0.5,0.85,2.0,33,33,6.0,0.0
0,10,105,45,90,0,90,5,25,2,45,1.0,0.6,2.0,15,50,1.5,2.55
0,10,85,65,30,25,90,0,25,1,90,0.0,1.05,4.0,33,33,1.5,0.09
5,45,95,45,50,25,0,20,25,1,90,0.5,0.85,5.0,33,33,6.0,1.03
5,45,85,55,90,25,90,20,33,1,45,0.5,0.85,2.0,33,15,6.0,0.36
0,45,105,65,70,2,90,0,33,7,45,1.0,1.05,2.0,33,50,1.5,40.0
15,10,85,65,30,0,60,0,18,0,7,1.0,1.2,4.0,33,50,6.0,0.0
0,30,105,65,90,0,30,5,25,7,21,0.5,1.2,6.0,50,33,6.0,40.0
0,20,95,45,50,10,90,20,25,0,21,1.0,1.05,5.0,50,33,1.5,0.0
30,30,60,65,90,25,90,5,18,0,21,1.0,1.2,6.0,33,50,1.5,0.0
30,20,60,65,30,10,90,20,25,2,45,0.5,1.2,2.0,15,50,6.0,0.06
5,30,60,55,90,2,90,20,33,0,90,0.5,1.2,2.0,50,50,3.0,1.41
60,10,95,45,90,2,0,0,40,2,90,1.0,1.05,4.0,15,50,1.5,0.3
15,10,60,45,70,2,90,5,40,0,90,0.5,1.05,5.0,33,50,6.0,0.13
30,10,95,65,50,10,90,0,40,7,21,0.0,0.6,5.0,15,50,6.0,0.32
60,30,105,75,30,25,0,20,33,2,7,1.0,0.85,6.0,33,50,6.0,0.0
60,30,60,55,70,10,90,0,33,4,21,0.0,0.6,4.0,33,33,6.0,0.0
15,10,105,65,50,0,60,0,40,4,90,1.0,1.05,6.0,50,15,3.0,0.0
60,45,60,55,30,25,60,5,18,4,7,0.0,0.6,2.0,15,50,6.0,0.53
60,45,105,65,50,25,30,20,33,2,7,0.5,1.05,4.0,33,50,1.5,0.0
0,20,75,45,50,0,90,0,25,4,7,0.0,0.85,2.0,15,15,1.5,9.72
60,30,105,65,30,25,60,20,33,0,21,0.0,1.05,6.0,33,15,3.0,0.0
30,30,60,65,30,2,30,5,33,4,21,1.0,0.6,5.0,50,33,6.0,0.14
30,10,105,45,50,2,30,20,33,1,90,0.5,0.85,2.0,15,50,1.5,0.0
60,30,60,75,70,2,0,20,40,1,7,0.5,1.2,2.0,50,15,1.5,0.0
15,10,75,55,70,0,90,20,25,1,7,0.5,1.05,5.0,50,50,3.0,0.78
60,45,75,45,70,25,90,0,33,0,7,0.5,0.6,6.0,50,33,6.0,0.0
15,30,75,55,30,0,0,20,25,2,90,0.5,0.6,6.0,50,50,6.0,0.0
30,45,75,45,50,2,30,0,25,0,7,0.0,0.6,5.0,15,15,3.0,0.0
60,30,60,75,30,2,30,0,33,4,7,0.5,1.2,2.0,50,33,1.5,0.0
30,45,75,55,30,2,90,0,40,0,45,1.0,1.2,2.0,15,33,6.0,0.14
15,30,85,75,90,25,90,20,25,0,45,0.0,0.85,2.0,50,50,1.5,0.0
5,20,75,65,90,0,0,0,33,0,90,0.5,0.6,5.0,33,50,3.0,0.0
5,45,105,65,90,0,0,0,40,1,45,1.0,0.85,2.0,33,33,1.5,4.6
5,45,95,55,30,10,90,0,33,7,90,0.0,0.85,4.0,33,15,6.0,27.16
0,30,85,55,70,10,30,0,40,0,45,1.0,1.2,2.0,50,15,1.5,0.3
30,45,75,75,50,2,90,5,18,2,45,0.0,0.85,4.0,33,50,3.0,1.0
60,10,75,65,90,25,60,20,25,7,90,0.0,1.05,2.0,15,50,6.0,0.0
30,20,105,65,70,0,60,20,33,1,45,0.5,0.85,5.0,33,15,1.5,0.2
60,30,75,45,70,25,0,0,18,0,45,0.5,1.2,5.0,15,15,6.0,0.01
5,20,85,55,90,2,30,5,33,0,45,0.5,1.05,5.0,33,50,3.0,0.4
0,20,85,75,90,0,90,0,40,2,7,0.5,1.2,5.0,33,15,3.0,7.38
15,10,75,45,30,2,30,5,40,4,21,0.5,0.6,4.0,15,33,6.0,0.43
60,45,60,45,50,25,90,20,40,0,90,0.0,0.85,4.0,15,33,6.0,0.0
0,20,95,45,70,0,30,0,25,4,7,0.0,1.2,4.0,33,15,3.0,16.48
30,20,95,65,50,0,90,0,18,1,7,1.0,0.6,4.0,50,33,1.5,0.0
15,45,105,75,50,10,30,0,25,0,90,1.0,1.05,5.0,50,50,3.0,0.23
15,10,85,55,30,2,0,5,40,2,45,1.0,0.6,6.0,15,33,3.0,0.0
30,45,105,65,90,0,30,5,33,7,45,0.5,1.05,6.0,15,33,3.0,37.42
5,45,85,65,70,25,0,5,25,1,21,1.0,0.85,5.0,15,33,6.0,1.14
0,45,105,55,30,2,30,20,33,0,21,0.5,0.6,4.0,33,50,1.5,0.25
30,10,95,75,30,10,0,5,25,2,90,0.0,0.6,6.0,15,15,6.0,0.0
0,20,75,45,30,0,0,20,25,4,45,0.0,1.05,4.0,33,15,3.0,3.16
15,45,85,55,30,10,30,5,33,2,7,0.0,0.6,6.0,15,15,3.0,0.89
5,30,105,65,90,10,0,0,25,2,21,0.5,1.2,5.0,50,15,6.0,8.02
60,20,85,45,30,10,30,0,40,0,7,0.0,1.05,6.0,15,15,6.0,0.67
30,30,95,75,70,10,30,20,25,1,21,0.0,0.6,6.0,33,15,1.5,0.48
5,20,60,45,70,0,90,20,33,2,7,0.5,0.85,6.0,15,15,6.0,1.24
0,30,105,55,50,2,60,20,40,1,21,0.5,1.2,6.0,15,33,6.0,2.44
60,10,95,65,70,10,0,0,25,0,7,0.5,0.6,2.0,50,15,1.5,0.14
15,10,60,65,70,2,60,20,25,2,45,0.0,1.05,6.0,15,15,3.0,0.03
15,45,95,55,30,25,30,20,40,2,90,0.5,1.2,2.0,50,15,1.5,1.82
15,10,85,45,30,2,90,0,33,0,90,0.5,0.6,4.0,50,50,6.0,0.0
30,20,75,45,90,10,60,5,33,4,21,0.5,1.05,6.0,33,33,6.0,0.0
5,20,60,75,90,2,30,20,40,1,90,0.5,1.2,4.0,33,15,1.5,0.31
0,30,85,45,90,10,60,20,18,2,7,0.5,0.85,6.0,15,15,6.0,2.64
15,10,75,45,70,2,0,5,25,0,21,0.0,1.2,4.0,15,33,1.5,0.0
60,20,75,65,70,2,0,5,18,1,21,1.0,0.85,2.0,15,33,1.5,0.0
30,20,75,55,70,10,60,5,33,0,45,0.0,0.85,6.0,33,50,6.0,0.0
60,45,60,65,70,10,0,0,33,4,21,0.5,0.85,5.0,33,50,1.5,0.62
60,20,75,55,50,0,60,0,25,7,21,0.0,0.85,4.0,15,15,6.0,0.21
30,10,95,55,90,10,60,5,18,7,7,0.5,1.2,4.0,50,15,1.5,0.15
60,30,95,45,70,0,30,0,40,2,21,0.0,0.6,4.0,50,50,1.5,0.88
60,30,85,55,90,2,0,5,40,1,90,0.0,0.85,5.0,33,33,1.5,0.0
5,20,75,75,30,25,30,5,18,4,90,1.0,0.6,4.0,15,50,1.5,1.8
30,30,60,45,30,10,30,5,25,0,90,0.0,0.85,6.0,33,15,1.5,0.19
60,45,85,65,90,0,30,0,33,0,7,0.0,0.6,6.0,50,33,1.5,0.15
30,20,85,55,90,0,30,20,18,7,45,1.0,1.2,6.0,33,33,3.0,2.97
60,10,105,55,50,2,0,5,40,1,45,0.5,0.85,2.0,33,50,3.0,0.06
30,20,105,65,30,25,0,5,25,0,7,0.0,0.6,4.0,33,33,3.0,0.34
0,20,95,55,50,25,90,20,40,7,21,0.0,1.05,4.0,33,33,3.0,5.13
15,30,105,75,70,25,30,20,25,2,90,0.5,1.05,4.0,15,50,3.0,0.0
5,30,60,65,50,2,0,0,40,7,90,0.0,0.6,2.0,15,33,3.0,16.29
60,45,85,75,50,0,90,5,40,1,21,1.0,1.05,4.0,50,15,6.0,0.58
60,30,85,45,30,0,0,0,18,0,21,0.0,0.85,5.0,50,33,3.0,1.12
5,20,60,55,90,2,60,20,25,4,45,0.0,0.85,4.0,50,15,1.5,2.49
60,10,95,65,30,0,60,0,33,4,21,1.0,0.85,5.0,15,15,1.5,0.61
5,30,105,55,30,0,30,0,18,1,45,0.0,0.85,5.0,50,15,6.0,0.68
15,20,75,65,90,10,0,20,33,7,45,0.5,1.05,5.0,33,33,6.0,5.5
60,10,75,55,90,10,60,5,25,0,45,0.5,1.05,4.0,33,33,6.0,0.0
5,20,95,55,50,2,90,0,33,1,21,0.0,1.2,2.0,15,15,1.5,0.54
30,10,85,55,90,25,60,0,33,1,21,0.5,0.85,5.0,15,50,3.0,0.0
30,20,95,75,30,25,0,20,40,2,21,0.0,1.2,5.0,15,33,3.0,0.14
0,45,95,75,70,2,60,0,18,7,7,0.5,1.05,6.0,50,33,1.5,40.0
30,30,95,75,70,2,0,5,25,4,90,0.0,1.2,6.0,50,50,6.0,0.21
15,30,60,65,70,0,30,0,25,4,21,0.5,1.2,5.0,15,33,3.0,15.81
0,20,105,65,90,0,60,5,33,2,45,0.0,0.6,6.0,33,33,6.0,2.96
15,20,105,55,30,10,90,0,33,4,45,0.5,0.85,5.0,33,33,1.5,2.44
15,30,85,65,50,25,60,5,25,4,45,0.5,0.6,6.0,50,50,3.0,1.08
60,20,105,65,30,25,90,0,33,4,90,1.0,0.85,5.0,50,15,3.0,0.03
15,10,105,75,50,25,60,5,40,7,7,1.0,0.85,6.0,33,33,3.0,2.37
0,45,95,55,30,0,30,0,18,7,21,1.0,0.6,4.0,15,15,1.5,40.0
15,10,60,75,50,10,60,5,18,0,7,0.0,1.2,4.0,15,33,3.0,0.0
5,30,75,65,50,0,60,5,40,0,45,1.0,0.6,4.0,15,15,1.5,0.0
5,30,95,55,70,10,60,5,33,1,21,0.5,0.6,2.0,33,33,6.0,0.39
30,10,60,45,30,0,60,5,33,7,7,0.5,0.6,5.0,50,33,6.0,0.5
15,10,75,45,50,25,30,5,18,0,45,0.0,1.2,5.0,15,33,3.0,0.0
30,20,60,55,50,10,0,5,33,1,90,0.5,0.85,6.0,33,33,3.0,0.51
0,20,75,55,90,2,90,20,18,7,90,0.0,1.2,5.0,33,15,1.5,6.46
15,20,105,45,90,25,60,20,18,7,90,0.0,0.85,6.0,33,50,3.0,4.43
60,30,75,45,30,2,60,20,18,7,90,1.0,0.6,5.0,15,33,3.0,0.0
60,30,95,45,70,0,0,20,33,1,45,0.5,1.05,4.0,15,15,3.0,0.27
0,45,75,65,90,0,0,20,40,2,90,0.0,1.2,6.0,15,50,1.5,3.58
5,30,60,65,90,2,90,20,25,2,21,0.5,1.05,2.0,33,15,3.0,2.03
15,10,75,65,30,10,90,0,18,0,90,0.5,1.2,5.0,15,33,6.0,0.0
5,30,105,55,30,0,60,5,18,4,45,0.5,0.85,4.0,33,50,6.0,17.34
60,20,85,45,30,2,60,20,40,2,90,1.0,1.05,2.0,50,50,6.0,0.0
15,20,75,55,70,25,60,20,25,1,21,0.5,0.85,4.0,33,50,6.0,0.0
0,30,60,75,70,0,0,20,18,4,90,1.0,1.05,6.0,50,15,6.0,6.24
60,10,75,45,30,0,0,5,25,7,21,1.0,0.6,5.0,33,50,3.0,0.0
60,10,75,75,30,25,0,5,25,1,7,0.0,1.05,6.0,15,50,1.5,1.0
0,45,85,55,70,10,90,20,18,4,21,0.5,1.05,5.0,33,15,6.0,7.77
0,20,60,75,70,10,0,20,18,4,7,0.0,1.05,4.0,15,33,6.0,3.79
60,30,95,45,90,2,60,5,18,2,7,0.0,1.2,2.0,50,15,6.0,0.93
5,45,60,45,50,25,30,5,18,7,7,0.5,1.2,2.0,15,50,3.0,15.52
0,20,95,55,70,25,90,20,33,2,21,1.0,0.6,2.0,15,33,1.5,1.83
30,45,95,45,50,2,30,20,40,7,21,0.5,0.6,4.0,50,33,1.5,2.07
0,10,95,45,70,25,90,5,18,0,21,1.0,0.6,6.0,15,33,1.5,0.18
5,30,85,55,50,25,60,20,33,4,90,1.0,0.85,6.0,15,33,3.0,5.69
0,45,75,65,90,2,60,20,40,7,90,1.0,1.2,4.0,15,33,6.0,17.3
5,20,75,75,30,2,60,0,25,1,7,1.0,1.2,4.0,50,50,3.0,0.93
30,10,75,75,70,2,30,0,18,1,7,1.0,1.2,2.0,15,15,1.5,0.0
15,20,75,65,30,25,60,20,40,2,90,1.0,1.05,6.0,33,15,6.0,0.18
60,30,95,45,70,2,60,0,40,0,90,0.0,1.05,2.0,33,15,6.0,0.0
5,10,75,55,50,25,0,5,25,2,45,0.5,1.05,6.0,33,15,6.0,1.12
0,30,75,65,90,2,0,0,25,2,7,0.5,0.6,5.0,33,15,6.0,5.99
60,30,60,45,70,2,90,5,33,1,90,0.0,1.05,5.0,15,33,3.0,0.18
0,10,75,75,50,2,60,20,25,7,45,1.0,1.05,6.0,15,33,6.0,2.95
60,10,85,55,70,0,60,5,18,4,7,0.5,0.6,4.0,15,33,1.5,0.24
15,45,60,45,70,25,30,20,18,4,7,0.5,1.2,2.0,15,15,1.5,7.06
60,45,85,75,90,2,60,0,40,0,21,1.0,0.85,5.0,33,50,1.5,0.17
0,20,95,55,50,2,0,20,18,4,45,1.0,0.85,4.0,50,15,1.5,4.69
30,20,85,45,90,10,60,20,40,0,90,1.0,0.6,5.0,50,50,1.5,0.04
60,20,60,55,30,2,0,20,25,4,21,1.0,1.2,4.0,50,33,3.0,0.0
30,45,85,65,50,0,60,20,25,1,90,1.0,1.05,2.0,50,33,3.0,0.37
30,30,95,75,30,0,90,0,33,7,45,1.0,0.6,6.0,33,50,3.0,2.24
15,10,95,75,30,10,30,5,40,1,45,1.0,1.05,2.0,15,15,6.0,0.0
5,20,85,65,30,0,0,5,33,1,21,0.0,1.05,4.0,50,15,1.5,0.0
30,30,105,75,70,10,30,5,18,0,7,1.0,1.2,5.0,50,50,1.5,0.0
5,30,95,55,70,25,30,20,18,2,90,0.5,1.2,5.0,33,33,6.0,3.43
0,45,85,75,70,2,90,20,18,0,90,1.0,0.85,4.0,50,50,6.0,0.0
15,45,105,45,90,25,90,5,33,1,45,1.0,1.05,4.0,15,15,3.0,0.0
30,20,60,65,30,0,0,20,33,1,90,0.5,1.2,6.0,15,33,1.5,0.43
60,20,95,75,90,0,30,20,33,2,7,0.5,0.85,5.0,15,50,1.5,0.0
60,45,105,45,90,25,60,5,40,1,45,1.0,1.05,5.0,33,15,3.0,0.53
5,30,75,65,90,10,90,0,18,4,90,0.5,0.85,6.0,15,33,6.0,9.65
15,20,105,45,30,0,90,20,40,7,90,0.5,1.2,6.0,50,15,3.0,8.32
30,20,60,75,70,2,60,5,40,4,90,0.5,0.6,2.0,15,15,3.0,0.22
0,20,95,55,90,10,0,0,33,2,45,0.5,0.85,5.0,15,15,3.0,4.83
0,20,60,45,30,25,60,0,40,7,90,0.5,1.05,5.0,33,50,3.0,5.88
0,30,60,55,30,2,90,0,40,7,21,0.0,0.6,6.0,50,33,6.0,17.21
30,10,60,75,90,10,90,20,25,7,7,0.0,0.85,4.0,33,50,1.5,0.0
15,20,95,75,30,2,0,20,18,2,45,0.0,0.85,6.0,50,50,6.0,0.0
0,45,95,45,90,0,30,5,18,0,7,0.0,0.6,6.0,15,33,3.0,0.63
60,30,85,45,50,25,0,0,33,1,21,0.5,1.2,6.0,50,50,6.0,0.0
15,10,85,75,90,25,0,20,40,7,45,0.5,1.2,4.0,33,50,6.0,3.03
5,20,75,65,90,0,90,20,18,4,90,0.0,0.6,4.0,15,15,3.0,1.48
60,45,85,45,30,10,90,5,40,0,90,1.0,0.85,6.0,50,33,6.0,0.0
5,20,85,75,90,0,90,20,33,2,7,0.0,0.6,4.0,33,50,6.0,0.72
30,20,60,65,50,0,60,20,18,2,21,0.5,0.6,4.0,50,15,6.0,0.0
30,20,105,65,70,0,30,20,33,7,7,0.0,0.6,2.0,50,33,6.0,0.22
0,10,85,75,50,10,30,5,25,0,90,0.5,1.05,2.0,33,33,1.5,0.47
60,10,75,75,90,25,90,0,33,1,90,0.0,1.05,4.0,33,50,3.0,0.48
15,20,75,65,90,2,90,0,18,7,90,0.0,0.85,5.0,50,33,1.5,14.86
0,30,75,65,90,0,60,0,33,1,7,1.0,1.2,6.0,15,15,6.0,5.99
30,10,95,55,70,10,90,20,33,7,21,1.0,1.2,5.0,15,15,3.0,0.1
5,20,85,75,50,25,30,5,18,0,21,0.5,1.2,2.0,15,15,1.5,0.91
5,20,75,55,30,0,30,20,40,7,90,1.0,1.05,5.0,33,15,3.0,7.13
30,45,95,55,70,2,30,0,40,4,90,0.0,1.2,4.0,15,15,1.5,9.14
30,45,95,45,50,2,90,20,40,7,45,0.0,0.85,4.0,50,33,6.0,6.43
15,30,105,55,90,2,60,5,18,4,90,0.0,1.05,6.0,50,15,1.5,9.38
60,20,105,75,50,2,60,20,33,7,7,1.0,1.05,6.0,15,15,3.0,0.47
30,20,75,65,50,10,60,20,25,0,21,1.0,1.05,2.0,15,15,6.0,0.0
0,30,60,65,30,25,30,0,25,1,7,1.0,0.85,5.0,33,50,6.0,1.68
15,20,95,65,70,10,60,5,18,0,90,0.0,1.2,5.0,15,50,6.0,0.01
60,45,85,65,90,2,90,5,18,2,21,1.0,1.2,5.0,50,15,1.5,0.0
0,10,75,45,30,2,0,0,40,7,90,1.0,0.85,6.0,33,50,1.5,9.85
5,10,85,45,30,2,30,20,25,0,21,1.0,1.05,4.0,50,33,3.0,0.44
5,10,75,65,50,2,30,20,25,7,45,0.5,1.2,6.0,33,50,3.0,4.39
5,10,75,55,70,25,0,0,18,0,7,0.5,1.2,4.0,33,15,6.0,0.0
15,10,95,75,70,2,30,20,25,2,90,0.0,0.6,2.0,33,33,1.5,0.83
60,20,105,45,90,10,0,5,25,4,7,0.0,0.85,6.0,33,15,6.0,0.88
30,45,95,65,50,10,60,5,40,4,90,0.0,0.85,4.0,33,33,6.0,0.77
5,20,60,55,50,10,0,5,40,0,21,1.0,0.85,6.0,15,33,6.0,0.0
5,45,95,45,50,0,0,0,25,4,21,1.0,0.6,5.0,50,50,1.5,25.09
5,20,105,55,70,25,60,5,33,2,7,1.0,0.85,5.0,15,33,1.5,1.31
60,20,75,65,30,0,60,20,25,4,7,0.0,1.05,5.0,15,50,3.0,0.0
60,20,75,65,70,25,30,20,25,1,7,0.0,0.6,5.0,33,15,1.5,0.13
5,20,105,75,50,0,0,20,18,0,90,1.0,1.2,4.0,15,33,6.0,0.0
15,30,95,75,30,2,30,20,18,0,90,0.5,1.05,4.0,15,15,1.5,0.04
30,45,75,55,90,25,30,20,33,7,45,1.0,0.85,4.0,50,50,3.0,5.77
15,45,85,45,50,25,90,0,18,2,90,1.0,0.85,4.0,50,15,1.5,0.11
30,20,95,65,50,2,60,20,33,4,7,0.5,1.05,5.0,33,50,3.0,0.56
60,45,105,45,90,25,90,5,18,7,90,1.0,1.05,2.0,33,33,3.0,1.02
60,45,75,55,50,10,0,0,18,4,45,1.0,0.6,5.0,50,33,3.0,0.0
30,10,75,65,90,2,30,20,18,1,45,0.5,1.05,6.0,50,15,3.0,0.0
5,20,105,65,30,10,90,5,33,4,7,1.0,0.85,4.0,33,33,3.0,5.99
0,10,85,55,70,10,90,0,33,0,90,1.0,1.2,5.0,50,33,3.0,0.0
15,20,105,75,30,10,30,20,18,7,21,0.0,0.6,2.0,33,50,3.0,3.45
0,45,60,75,90,2,60,20,33,0,90,1.0,0.6,4.0,33,33,6.0,0.0
5,20,105,75,50,0,0,5,25,1,21,1.0,0.6,5.0,33,15,1.5,0.0
30,45,95,75,30,10,60,20,18,1,90,0.0,0.6,6.0,15,33,6.0,0.0
15,10,85,55,70,25,60,5,33,2,45,0.0,0.6,2.0,50,50,3.0,0.09
60,30,85,65,70,10,60,5,25,1,21,0.0,1.2,2.0,33,50,6.0,0.08
60,45,85,55,70,25,0,5,18,4,7,0.0,1.2,4.0,33,15,1.5,0.0
5,30,85,65,70,25,90,0,40,0,45,0.0,1.05,5.0,50,15,6.0,0.0
15,45,75,55,30,25,0,20,25,4,45,0.5,1.2,5.0,33,15,3.0,7.68
5,45,75,55,70,2,30,20,25,1,21,0.5,1.2,5.0,50,33,3.0,0.61
5,45,95,55,90,10,30,20,33,7,45,0.0,1.2,4.0,50,33,6.0,16.89
0,10,85,45,70,10,90,5,40,1,90,0.0,1.2,4.0,33,50,6.0,0.39
60,20,75,45,90,2,30,5,33,1,90,0.0,1.05,4.0,15,33,6.0,0.24
60,30,75,75,90,2,60,0,18,7,45,1.0,0.6,4.0,15,50,3.0,0.0
0,20,85,55,30,2,90,20,33,7,21,1.0,0.85,2.0,33,33,3.0,4.67
60,30,85,75,90,2,30,20,18,0,21,0.0,1.2,2.0,50,33,1.5,0.0
0,10,60,45,50,2,90,0,25,1,7,1.0,1.05,5.0,33,50,3.0,0.66
15,10,95,65,30,10,90,0,25,1,45,0.5,0.6,5.0,15,15,3.0,0.0
60,45,85,65,30,25,90,5,18,2,90,1.0,0.6,2.0,33,33,3.0,0.03
60,45,105,55,30,0,0,20,25,7,90,1.0,0.85,5.0,15,33,1.5,0.0
0,20,60,65,70,0,60,5,33,2,21,0.5,0.85,4.0,33,15,6.0,3.9
0,10,95,45,50,25,60,20,18,0,90,0.0,0.85,5.0,33,33,6.0,1.0
15,30,95,45,30,25,30,0,33,7,45,0.5,0.6,2.0,33,15,3.0,5.72
15,30,95,45,50,25,30,20,25,0,45,0.5,1.2,4.0,15,50,6.0,0.0
60,20,85,55,30,2,0,20,18,7,45,0.5,0.6,6.0,33,50,1.5,0.0
30,30,105,55,90,10,30,20,18,7,90,0.5,1.2,4.0,33,15,6.0,7.89
0,10,85,75,50,10,0,20,18,2,90,1.0,0.6,6.0,15,15,6.0,0.45
60,20,105,55,30,0,90,0,33,1,7,1.0,0.6,2.0,50,50,1.5,0.0
60,45,85,45,50,0,90,20,40,4,45,1.0,1.05,6.0,33,15,6.0,0.0
15,20,75,45,70,0,0,5,40,4,21,1.0,0.85,4.0,33,50,1.5,2.85
5,20,75,75,90,10,60,0,33,2,45,0.0,0.85,4.0,33,50,6.0,2.28
60,45,95,65,50,2,0,5,33,7,21,0.5,1.2,5.0,15,15,1.5,7.49
30,20,75,75,50,0,60,0,25,1,90,1.0,0.6,2.0,33,33,6.0,0.0
5,30,85,45,90,25,90,20,33,2,7,0.5,0.6,4.0,50,33,1.5,0.95
0,20,75,75,50,2,60,5,40,1,45,0.5,0.85,4.0,50,15,6.0,2.62
30,30,85,65,90,10,60,0,18,0,21,0.0,0.85,2.0,33,33,6.0,0.16
60,30,60,55,30,25,0,0,40,4,90,0.0,0.6,2.0,15,33,3.0,0.54
30,10,105,55,50,0,30,5,25,4,45,1.0,1.2,5.0,33,15,6.0,0.0
